0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/fonts/iconic/css/material-design-iconic-font.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/animate/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/css-hamburgers/hamburgers.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/animsition/css/animsition.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/select2/select2.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/daterangepicker/daterangepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/css/util.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/jquery/jquery-3.2.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/animsition/js/animsition.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/bootstrap/js/popper.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/select2/select2.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/daterangepicker/moment.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/countdowntime/countdowntime.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:38 +0530] "GET /employeeapp/fonts/poppins/Poppins-Regular.ttf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:38 +0530] "GET /employeeapp/fonts/poppins/Poppins-Medium.ttf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:38 +0530] "GET /employeeapp/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:38 +0530] "GET /employeeapp/fonts/poppins/Poppins-Bold.ttf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:38 +0530] "GET /employeeapp/fonts/iconic/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.1" 304 -
